,2018-10-30 00:00:00+00:00,2018-10-29 00:00:00+00:00,2018-10-28 00:00:00+00:00,2018-10-27 00:00:00+00:00,2018-10-26 00:00:00+00:00,2018-10-25 00:00:00+00:00,2018-10-24 00:00:00+00:00,2018-10-23 00:00:00+00:00,2018-10-22 00:00:00+00:00,2018-10-21 00:00:00+00:00,2018-10-20 00:00:00+00:00,2018-10-19 00:00:00+00:00,2018-10-18 00:00:00+00:00,2018-10-17 00:00:00+00:00,2018-10-16 00:00:00+00:00,2018-10-15 00:00:00+00:00,2018-10-14 00:00:00+00:00,2018-10-13 00:00:00+00:00,2018-10-12 00:00:00+00:00,2018-10-11 00:00:00+00:00,2018-10-10 00:00:00+00:00,2018-10-09 00:00:00+00:00,2018-10-08 00:00:00+00:00,2018-10-07 00:00:00+00:00,2018-10-06 00:00:00+00:00,2018-10-05 00:00:00+00:00,2018-10-04 00:00:00+00:00,2018-10-03 00:00:00+00:00,2018-10-02 00:00:00+00:00,2018-10-01 00:00:00+00:00
,505976.0,501261.0,493389.0,489854.0,475952.0,473702.0,459497.0,443123.0,432194.0,424391.0,419730.0,417675.0,407042.0,399899.0,392919.0,387316.0,383861.0,376757.0,374745.0,370296.0,359691.0,348904.0,345512.0,342037.0,338645.0,336513.0,332044.0,319660.0,269215.0,269215.0
